name,studio,theme,tags,source,rating,year,demographic,status,eps,eps_avg_duration_in_min,rated_by
Yowamushi Pedal: New Generation,TMS Entertainment,Shounen,Sports,Manga,7.66,2017,Shounen,Finished,25.0,23.0,73000
Tenchi Muyou!,AIC,"Harem, Space","Comedy, Romance, Sci-Fi",Original,7.42,1995,Shounen,Finished,26.0,23.0,73000
Inazuma Eleven Go,OLM,"Super Power, Team Sports",Sports,Game,6.96,2011,Shounen,Finished,47.0,24.0,73000
Gun x Sword,AIC ASTA,Mecha,"Action, Adventure, Drama, Sci-Fi",Original,7.26,2005,Shounen,Finished,26.0,24.0,73000
Sonic X,TMS Entertainment,Mecha,"Adventure, Comedy, Sci-Fi",Game,6.52,2003,Shounen,Finished,78.0,24.0,72000
Saikin Yatotta Maid ga Ayashii,Blade,Romantic Subtext,Comedy,Manga,6.42,2022,Shounen,Airing,13.0,23.0,71000
Grappler Baki: Saidai Tournament-hen,Group TAC,"Combat Sports, Gore, Martial Arts","Action, Sports",Manga,7.48,2001,Shounen,Finished,24.0,24.0,71000
City Hunter,Sunrise,Shounen,"Action, Comedy, Mystery",Manga,7.92,1987,Shounen,Finished,51.0,25.0,71000
Keroro Gunsou,Sunrise,"Mecha, Parody","Comedy, Sci-Fi",Manga,7.69,2004,Shounen,Finished,358.0,23.0,71000
Shoukoku no Altair,MAPPA,"Historical, Military","Adventure, Drama, Fantasy",Manga,7.55,2017,Shounen,Finished,24.0,24.0,70000
Majimoji Rurumo,J.C.Staff,School,"Comedy, Fantasy, Ecchi",Manga,6.84,2014,Shounen,Finished,12.0,24.0,70000
Area no Kishi,Shin-Ei Animation,"School, Team Sports","Comedy, Sports",Manga,7.18,2012,Shounen,Finished,37.0,25.0,70000
Yu☆Gi☆Oh! Zexal,Gallop,Strategy Game,"Action, Fantasy",Manga,6.37,2011,Shounen,Finished,73.0,24.0,70000
Arata Kangatari,Satelight,Isekai,"Adventure, Fantasy",Manga,6.45,2013,Shounen,Finished,12.0,24.0,68000
Major S2,Studio Hibari,Team Sports,"Comedy, Drama, Sports",Manga,8.2,2005,Shounen,Finished,26.0,25.0,67000
Kyuuketsuki Sugu Shinu,Madhouse,"Gag Humor, Vampire","Comedy, Supernatural",Manga,7.23,2021,Shounen,Finished,12.0,23.0,67000
Inukami!,Seven Arcs,Shounen,"Comedy, Romance, Supernatural, Ecchi",Light novel,7.24,2006,Shounen,Finished,26.0,23.0,67000
Captain Tsubasa (2018),David Production,Team Sports,"Action, Sports",Manga,7.4,2018,Shounen,Finished,52.0,22.0,67000
Kannazuki no Miko,TNK,Mecha,"Drama, Girls, Love, Romance, Supernatural",Manga,6.82,2004,Shounen,Finished,12.0,24.0,67000
Major S5,SynergySP,Team Sports,"Comedy, Drama, Romance, Sports",Manga,8.41,2009,Shounen,Finished,25.0,24.0,67000
Jikan no Shihaisha,Project No.9,Shounen,Supernatural,Manga,6.31,2017,Shounen,Finished,13.0,24.0,65000
.hack//Tasogare no Udewa Densetsu,Bee Train,Video Game,"Adventure, Comedy, Fantasy, Sci-Fi",Manga,6.56,2003,Shounen,Finished,12.0,23.0,65000
Major S3,Studio Hibari,Team Sports,"Drama, Sports",Manga,8.24,2007,Shounen,Finished,26.0,25.0,65000
Majin Tantei Nougami Neuro,Madhouse,Mythology,"Comedy, Mystery, Supernatural",Manga,7.6,2007,Shounen,Finished,25.0,23.0,64000
Bakuten Shoot Beyblade 2002,Nippon Animation,Shounen,"Action, Adventure, Comedy, Sci-Fi, Sports",Manga,6.69,2002,Shounen,Finished,51.0,21.0,63000
Kai Byoui Ramune,Platinum Vision,"Medical, Psychological",Supernatural,Manga,7.16,2021,Shounen,Finished,12.0,23.0,63000
Teekyuu,MAPPA,School,"Comedy, Sports",Manga,6.57,2012,Shounen,Finished,12.0,2.0,62000
Rekka no Honoo,Pierrot,"Martial Arts, Super Power","Action, Adventure",Manga,7.34,1997,Shounen,Finished,42.0,23.0,62000
Kyokou Suiri 2nd Season,Brain's Base,Mythology,"Mystery, Romance, Supernatural",Manga,7.35,2023,Shounen,Not Aired,13.0,24.0,62000
Major S4,SynergySP,Team Sports,"Comedy, Drama, Sports",Manga,8.2,2008,Shounen,Finished,26.0,24.0,61000
Bakugan Battle Brawlers: New Vestroia,TMS Entertainment,Strategy Game,"Adventure, Fantasy",Original,6.5,2010,Shounen,Finished,52.0,24.0,61000
Dragon Quest: Dai no Daibouken (2020),Toei Animation,Shounen,"Action, Adventure, Fantasy",Manga,7.17,2020,Shounen,Airing,100.0,24.0,61000
Tegamibachi Reverse,Pierrot Plus,Shounen,"Adventure, Fantasy, Supernatural",Manga,7.74,2010,Shounen,Finished,25.0,20.0,60000
Jigokuraku,MAPPA,Historical,None,Manga,7.35,2023,Shounen,Not Aired,13.0,24.0,60000
Major S6,SynergySP,Team Sports,"Comedy, Drama, Sports",Manga,8.34,2010,Shounen,Finished,25.0,24.0,59000
Terra e... (TV),Minami Machi Bugyousho,"Military, Space","Action, Drama, Sci-Fi",Manga,7.89,2007,Shounen,Finished,24.0,24.0,59000
Shin Tennis no Ouji-sama,M.S.C,School,Sports,Manga,7.55,2012,Shounen,Finished,13.0,23.0,59000
Yu☆Gi☆Oh! Arc-V,Gallop,Strategy Game,"Action, Fantasy",Manga,6.7,2014,Shounen,Finished,148.0,24.0,58000
Fairy Tail: 100 Years Quest,Unknown,Shounen,"Action, Adventure, Fantasy",Manga,7.35,2023,Shounen,Not Aired,13.0,24.0,56000
Kidou Tenshi Angelic Layer,Bones,Shounen,"Comedy, Drama, Sci-Fi, Sports",Manga,7.26,2001,Shounen,Finished,26.0,24.0,55000
Nobunaga Concerto,Fuji TV,"Historical, Time Travel","Comedy, Romance",Manga,7.56,2014,Shounen,Finished,10.0,22.0,55000
Peace Maker Kurogane,Gonzo,"Historical, Samurai","Action, Comedy",Manga,7.31,2003,Shounen,Finished,24.0,24.0,55000
Senyuu. 2,LIDENFILMS,Parody,"Action, Comedy, Fantasy",Web manga,7.43,2013,Shounen,Finished,13.0,4.0,55000
Doraemon (1979),Shin-Ei Animation,Anthropomorphic,"Adventure, Comedy, Fantasy, Sci-Fi",Manga,7.77,1979,Shounen,Finished,1787.0,11.0,55000
Medarot,Bee Train,Shounen,"Adventure, Comedy, Sci-Fi",Game,7.07,1999,Shounen,Finished,52.0,24.0,55000
Mairimashita! Iruma-kun 3rd Season,Bandai Namco Pictures,"Isekai, Mythology, School","Comedy, Fantasy, Supernatural",Manga,7.35,2022,Shounen,Not Aired,13.0,24.0,54000
Samurai Deeper Kyou,Studio Deen,"Historical, Samurai","Adventure, Comedy, Supernatural",Manga,6.9,2002,Shounen,Finished,26.0,24.0,54000
Yowamushi Pedal: Glory Line,TMS Entertainment,Shounen,Sports,Manga,7.58,2018,Shounen,Finished,25.0,23.0,53000
Grenadier: Hohoemi no Senshi,Group TAC,Shounen,"Action, Adventure, Comedy, Ecchi",Manga,6.7,2004,Shounen,Finished,12.0,25.0,53000
Hayate no Gotoku! Can't Take My Eyes Off You,Manglobe,"Harem, Parody",Comedy,Manga,7.03,2012,Shounen,Finished,12.0,24.0,53000
Captain Tsubasa: Road to 2002,Group TAC,Team Sports,"Action, Sports",Manga,7.42,2001,Shounen,Finished,52.0,24.0,53000
Inazuma Eleven Go: Chrono Stone,OLM,"Super Power, Team Sports, Time Travel",Sports,Game,7.21,2012,Shounen,Finished,51.0,23.0,52000
Gensoumaden Saiyuuki,Pierrot,Mythology,"Action, Adventure, Comedy, Drama, Supernatural",Manga,7.56,2000,Shounen,Finished,50.0,23.0,52000
Enen no Shouboutai: San no Shou,David Production,Shounen,"Action, Supernatural",Manga,7.35,2023,Shounen,Not Aired,13.0,24.0,52000
Slayers Try,E&G Films,Mythology,"Adventure, Comedy, Fantasy",Light novel,7.81,1997,Shounen,Finished,26.0,23.0,52000
Vandread: The Second Stage,Gonzo,"Mecha, Space","Action, Sci-Fi, Ecchi",Original,7.4,2001,Shounen,Finished,13.0,22.0,51000
Spiral: Suiri no Kizuna,J.C.Staff,Shounen,"Drama, Mystery",Manga,7.23,2002,Shounen,Finished,25.0,23.0,50000
Cardfight!! Vanguard,TMS Entertainment,"Mythology, Strategy Game","Action, Adventure",Original,7.02,2011,Shounen,Finished,65.0,24.0,50000
"Dragon, Ie wo Kau.",Signal.MD,Iyashikei,"Comedy, Fantasy",Manga,6.41,2021,Shounen,Finished,12.0,23.0,50000
Kidou Senkan Nadesico,Xebec,"Mecha, Military, Parody, Space","Action, Romance, Sci-Fi",Original,7.5,1996,Shounen,Finished,26.0,23.0,50000
Muhyo to Rouji no Mahouritsu Soudan Jimusho,Studio Deen,Shounen,"Action, Comedy, Drama, Mystery, Supernatural",Manga,6.71,2018,Shounen,Finished,12.0,23.0,49000
MÄR,SynergySP,Isekai,"Action, Adventure, Comedy, Fantasy",Manga,7.26,2005,Shounen,Finished,102.0,24.0,49000
Oban Star-Racers,Hal Film Maker,"Mecha, Racing","Action, Adventure, Sci-Fi",Original,7.5,2006,Shounen,Finished,26.0,25.0,48000
Phi Brain: Kami no Puzzle - Orpheus Order-hen,Sunrise,"High Stakes Game, Strategy Game","Action, Mystery",Original,7.27,2012,Shounen,Finished,25.0,25.0,47000
Gegege no Kitarou (2018),Toei Animation,Mythology,"Comedy, Horror, Supernatural",Manga,7.22,2018,Shounen,Finished,97.0,23.0,47000
Saint Seiya Omega,Toei Animation,Shounen,"Action, Adventure, Fantasy",Manga,6.26,2012,Shounen,Finished,97.0,23.0,46000
ēlDLIVE,Pierrot,"Detective, Space","Action, Sci-Fi",Manga,6.12,2017,Shounen,Finished,12.0,24.0,46000
Digimon Xros Wars,Toei Animation,Shounen,"Action, Adventure, Comedy, Fantasy",Original,6.67,2010,Shounen,Finished,30.0,25.0,46000
Kunoichi Tsubaki no Mune no Uchi,CloverWorks,Shounen,Comedy,Manga,7.19,2022,Shounen,Finished,13.0,23.0,45000
Bakuten Shoot Beyblade G Revolution,Nippon Animation,Shounen,"Action, Adventure, Comedy, Sci-Fi, Sports",Manga,6.93,2003,Shounen,Finished,52.0,20.0,45000
Houkago Saikoro Club,LIDENFILMS,"CGDCT, School, Strategy Game",Comedy,Manga,6.7,2019,Shounen,Finished,12.0,23.0,45000
Basquash!,Satelight,"Mecha, Team Sports",Sports,Original,7.22,2009,Shounen,Finished,26.0,24.0,44000
Zettai Karen Children,SynergySP,Shounen,"Action, Comedy, Supernatural",Manga,7.31,2008,Shounen,Finished,51.0,24.0,44000
Inazuma Eleven Go: Galaxy,OLM,"Super Power, Team Sports",Sports,Game,6.63,2013,Shounen,Finished,43.0,23.0,43000
Ashita no Joe 2,Tokyo Movie Shinsha,Combat Sports,"Action, Drama, Slice, of, Life, Sports",Manga,8.71,1980,Shounen,Finished,47.0,24.0,43000
Kimagure Orange☆Road,Pierrot,"School, Super Power","Comedy, Drama, Romance, Slice, of, Life",Manga,7.54,1987,Shounen,Finished,48.0,25.0,43000
Over Drive,Xebec,Shounen,Sports,Manga,7.54,2007,Shounen,Finished,26.0,24.0,43000
Hayate no Gotoku! Cuties,Manglobe,"Harem, Parody","Comedy, Romance",Manga,7.02,2013,Shounen,Finished,12.0,24.0,43000
Yu☆Gi☆Oh! VRAINS,Gallop,Strategy Game,"Action, Fantasy, Sci-Fi",Card game,6.64,2017,Shounen,Finished,120.0,24.0,42000
Kyoushirou to Towa no Sora,TNK,Shounen,"Drama, Romance",Manga,6.42,2007,Shounen,Finished,12.0,24.0,41000
Allison to Lillia,Madhouse,Shounen,"Action, Adventure",Light novel,7.34,2008,Shounen,Finished,26.0,24.0,41000
Sayonara Watashi no Cramer,LIDENFILMS,Team Sports,"Drama, Sports",Manga,6.09,2021,Shounen,Finished,13.0,23.0,40000
Kemeko Deluxe!,Hal Film Maker,School,"Action, Comedy, Romance, Sci-Fi, Ecchi",Manga,6.56,2008,Shounen,Finished,12.0,24.0,40000
Namiuchigiwa no Muromi-san,Tatsunoko Production,Shounen,"Comedy, Fantasy, Slice, of, Life",Manga,6.93,2013,Shounen,Finished,13.0,13.0,40000
Masamune-kun no Revenge R,SILVER LINK.,"Harem, School","Comedy, Romance",Manga,7.35,2023,Shounen,Not Aired,13.0,24.0,40000
Kamen no Maid Guy,Madhouse,Super Power,"Action, Comedy, Ecchi",Manga,7.0,2008,Shounen,Finished,12.0,25.0,40000
Tactics,Studio Deen,"Historical, Mythology","Comedy, Drama, Mystery, Supernatural",Manga,7.21,2004,Shounen,Finished,25.0,24.0,39000
Madlax,Bee Train,"Military, Psychological","Drama, Mystery, Supernatural",Original,7.03,2004,Shounen,Finished,26.0,24.0,39000
Heroman,Bones,Shounen,"Action, Sci-Fi",Original,6.81,2010,Shounen,Finished,26.0,24.0,38000
Kenkou Zenrakei Suieibu Umishou,Artland,School,"Comedy, Sports, Ecchi",Manga,7.13,2007,Shounen,Finished,13.0,25.0,37000
Matantei Loki Ragnarok,Studio Deen,Shounen,"Comedy, Mystery, Supernatural",Manga,7.26,2003,Shounen,Finished,26.0,24.0,37000
Yu☆Gi☆Oh! Zexal Second,Gallop,Strategy Game,"Action, Fantasy",Manga,6.85,2012,Shounen,Finished,73.0,23.0,36000
Rockman.EXE,Xebec,"Mecha, Video Game","Action, Adventure, Comedy, Sci-Fi",Game,6.91,2002,Shounen,Finished,56.0,21.0,36000
Ou Dorobou Jing,Studio Deen,Shounen,"Adventure, Comedy, Fantasy, Sci-Fi",Manga,7.2,2002,Shounen,Finished,13.0,24.0,36000
Night Wizard,Hal Film Maker,Shounen,"Adventure, Fantasy",Game,6.66,2007,Shounen,Finished,13.0,25.0,36000
Bubblegum Crisis Tokyo 2040,AIC,"Adult Cast, Mecha","Adventure, Sci-Fi",Original,7.09,1998,Shounen,Finished,26.0,24.0,36000
Final Fantasy: Unlimited,Gonzo,Shounen,"Action, Adventure, Fantasy, Sci-Fi",Game,6.19,2001,Shounen,Finished,25.0,24.0,35000
Shin Tenchi Muyou!,AIC,Harem,"Comedy, Romance, Sci-Fi",Original,6.87,1997,Shounen,Finished,26.0,23.0,35000
Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,Sunrise,"High Stakes Game, Strategy Game","Action, Mystery",Original,7.25,2013,Shounen,Finished,25.0,25.0,35000
Urusei Yatsura (2022),David Production,Shounen,"Comedy, Romance, Sci-Fi",Manga,7.35,2022,Shounen,Not Aired,13.0,46.0,34000
Magikano,Tokyo Kids,Harem,"Comedy, Fantasy, Romance",Manga,6.32,2006,Shounen,Finished,13.0,24.0,33000
Ai Tenchi Muyou!,AIC PLUS+,Shounen,"Comedy, Sci-Fi",Original,6.15,2014,Shounen,Finished,50.0,4.0,33000
Kyoukai no Rinne 2nd Season,Brain's Base,School,"Comedy, Supernatural",Manga,7.16,2016,Shounen,Finished,25.0,24.0,33000
Tantei Gakuen Q,Pierrot,Detective,"Comedy, Drama, Mystery",Manga,7.74,2003,Shounen,Finished,45.0,25.0,33000
Fight Ippatsu! Juuden-chan!!,Studio Hibari,Shounen,"Comedy, Sci-Fi, Ecchi",Manga,6.63,2009,Shounen,Finished,12.0,24.0,32000
Touch,Group TAC,"Love Polygon, School, Team Sports","Drama, Romance, Slice, of, Life, Sports",Manga,8.0,1985,Shounen,Finished,101.0,25.0,32000
Wagaya no Oinari-sama.,Zexcs,Magical Sex Shift,"Adventure, Fantasy, Supernatural",Light novel,7.2,2008,Shounen,Finished,24.0,24.0,31000
Major 2nd,OLM,Team Sports,"Comedy, Drama, Sports",Manga,7.41,2018,Shounen,Finished,25.0,24.0,31000
Mahoujin Guruguru (2017),Production I.G,Shounen,"Adventure, Comedy, Fantasy",Manga,7.83,2017,Shounen,Finished,24.0,24.0,31000
Cyborg 009: The Cyborg Soldier,Japan Vistec,Mecha,"Action, Adventure, Sci-Fi",Manga,7.26,2001,Shounen,Finished,50.0,25.0,31000
Amanchu! Advance,J.C.Staff,"Iyashikei, School","Comedy, Slice, of, Life",Manga,7.12,2018,Shounen,Finished,12.0,23.0,30000
Saber Marionette J,Studio Junio,"Harem, Martial Arts, Mecha","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Original,7.34,1996,Shounen,Finished,25.0,25.0,30000
Teekyuu 2,MAPPA,School,Comedy,Manga,6.7,2013,Shounen,Finished,12.0,2.0,30000
Yatogame-chan Kansatsu Nikki,Creators in Pack,School,"Comedy, Slice, of, Life",4-koma manga,6.26,2019,Shounen,Finished,12.0,3.0,29000
Tenchi Muyou! GXP,AIC,"Detective, Harem, Mecha, Space","Action, Comedy, Sci-Fi",Original,7.16,2002,Shounen,Finished,26.0,24.0,29000
Orient: Awajishima Gekitou-hen,A.C.G.T.,Shounen,"Action, Fantasy",Manga,7.18,2022,Shounen,Airing,12.0,23.0,29000
Macross 7,Production Reed,"Mecha, Military, Music, Space","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Original,7.14,1994,Shounen,Finished,49.0,25.0,28000
Tokyo Underground,Pierrot,Super Power,"Action, Adventure, Romance, Sci-Fi",Manga,6.6,2002,Shounen,Finished,26.0,25.0,28000
Shachiku-san wa Youjo Yuurei ni Iyasaretai.,Project No.9,Workplace,"Comedy, Supernatural",Manga,7.08,2022,Shounen,Finished,12.0,23.0,28000
Captain Tsubasa J,Studio Comet,Team Sports,"Action, Sports",Manga,7.27,1994,Shounen,Finished,47.0,27.0,28000
Kindaichi Shounen no Jikenbo,Toei Animation,Shounen,Mystery,Manga,7.95,1997,Shounen,Finished,148.0,24.0,27000
Zoids Shinseiki/Zero,Xebec,Mecha,"Adventure, Comedy, Sci-Fi, Sports",Other,7.32,2001,Shounen,Finished,26.0,24.0,27000
Long Riders!,Actas,"CGDCT, Racing","Comedy, Slice, of, Life",Manga,6.68,2016,Shounen,Finished,12.0,23.0,26000
Tenshi na Konamaiki,TMS Entertainment,Magical Sex Shift,"Comedy, Romance",Manga,7.44,2002,Shounen,Finished,50.0,24.0,26000
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,Toei Animation,Shounen,"Action, Adventure, Comedy, Fantasy",Original,7.1,2011,Shounen,Finished,24.0,25.0,26000
Juushin Enbu: Hero Tales,Studio Flag,Shounen,"Action, Fantasy",Manga,6.84,2007,Shounen,Finished,26.0,24.0,26000
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,Hal Film Maker,Iyashikei,"Drama, Romance, Slice, of, Life",Manga,7.25,2008,Shounen,Finished,12.0,23.0,26000
Street Fighter II V,Group TAC,Shounen,"Action, Adventure, Drama, Mystery",Game,7.05,1995,Shounen,Finished,29.0,24.0,25000
Mahoutsukai ni Taisetsu na Koto,J.C.Staff,Iyashikei,"Drama, Slice, of, Life",Manga,6.72,2003,Shounen,Finished,12.0,24.0,25000
Teekyuu 3,MAPPA,School,Comedy,Manga,6.74,2013,Shounen,Finished,12.0,2.0,25000
Kage kara Mamoru!,Group TAC,Shounen,"Comedy, Romance",Light novel,6.59,2006,Shounen,Finished,12.0,24.0,25000
Ginga e Kickoff!!,TYO Animations,Team Sports,Sports,Novel,7.21,2012,Shounen,Finished,39.0,25.0,25000
Ginga Nagareboshi Gin,Toei Animation,Anthropomorphic,"Action, Adventure, Drama",Manga,8.03,1986,Shounen,Finished,21.0,23.0,25000
Mahoraba: Heartful days,J.C.Staff,"Iyashikei, Visual Arts","Comedy, Drama, Romance",Manga,7.3,2005,Shounen,Finished,26.0,23.0,25000
Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,Toei Animation,Shounen,"Action, Adventure, Comedy, Fantasy",Original,6.41,2011,Shounen,Finished,25.0,25.0,25000
Capeta,Studio Comet,Racing,None,Manga,7.83,2005,Shounen,Finished,52.0,23.0,24000
Elf wo Karu Mono-tachi,Amuse,Isekai,"Adventure, Comedy, Fantasy, Ecchi",Manga,7.0,1996,Shounen,Finished,12.0,24.0,24000
City Hunter 2,Sunrise,Shounen,"Action, Comedy, Mystery",Manga,8.06,1988,Shounen,Finished,63.0,25.0,24000
Sakura Taisen,Madhouse,"Mecha, Performing Arts","Adventure, Sci-Fi",Game,6.86,2000,Shounen,Finished,25.0,24.0,24000
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,Studio Deen,Shounen,"Action, Comedy, Drama, Mystery, Supernatural",Manga,6.89,2020,Shounen,Finished,12.0,23.0,24000
Cardfight!! Vanguard: Asia Circuit-hen,TMS Entertainment,"Mythology, Strategy Game","Action, Adventure",Original,6.79,2012,Shounen,Finished,39.0,24.0,24000
Koutetsu Tenshi Kurumi,OLM,"Historical, Mecha, Military","Adventure, Comedy, Drama, Romance",Original,6.76,1999,Shounen,Finished,24.0,15.0,23000
Hungry Heart: Wild Striker,Nippon Animation,Team Sports,"Comedy, Slice, of, Life, Sports",Manga,7.55,2002,Shounen,Finished,52.0,23.0,23000
Mutsu Enmei Ryuu Gaiden: Shura no Toki,Studio Comet,"Historical, Martial Arts, Samurai",Action,Manga,7.56,2004,Shounen,Finished,26.0,23.0,23000
Pita Ten,Madhouse,School,"Comedy, Fantasy, Romance",Manga,6.93,2002,Shounen,Finished,26.0,24.0,22000
Dragon Drive,Madhouse,School,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Manga,6.7,2002,Shounen,Finished,38.0,25.0,22000
Dragon Quest: Dai no Daibouken (TV),Toei Animation,"Martial Arts, Mythology","Adventure, Comedy, Fantasy",Manga,7.58,1991,Shounen,Finished,46.0,24.0,22000
Boys Be...,Hal Film Maker,Shounen,"Comedy, Romance, Slice, of, Life",Manga,6.41,2000,Shounen,Finished,13.0,23.0,22000
Kyoukai no Rinne 3rd Season,Brain's Base,School,"Comedy, Supernatural",Manga,7.06,2017,Shounen,Finished,25.0,24.0,22000
Astro Boy: Tetsuwan Atom,Tezuka Productions,"Mecha, Super Power","Action, Adventure, Sci-Fi",Manga,7.0,2003,Shounen,Finished,50.0,24.0,21000
Tesla Note,Gambit,Shounen,"Action, Suspense",Manga,4.66,2021,Shounen,Finished,13.0,24.0,21000
Gate Keepers,Gonzo,Mecha,"Action, Comedy, Fantasy, Sci-Fi",Game,6.93,2000,Shounen,Finished,24.0,25.0,21000
Mix: Meisei Story,OLM,"School, Team Sports","Drama, Romance, Sports",Manga,7.22,2019,Shounen,Finished,24.0,23.0,21000
Cardfight!! Vanguard: Link Joker-hen,TMS Entertainment,"Mythology, Strategy Game","Action, Adventure",Original,7.13,2013,Shounen,Finished,59.0,24.0,21000
Teekyuu 4,Millepensee,Shounen,Comedy,Manga,6.68,2015,Shounen,Finished,12.0,2.0,21000
Dear Boys,A.C.G.T.,Team Sports,"Drama, Sports",Manga,6.8,2003,Shounen,Finished,26.0,24.0,21000
Kyoushoku Soukou Guyver (2005),OLM,Shounen,"Adventure, Sci-Fi",Manga,7.23,2005,Shounen,Finished,26.0,23.0,21000
Tiger Mask W,Toei Animation,Combat Sports,"Action, Drama, Sports",Manga,6.93,2016,Shounen,Finished,38.0,23.0,21000
Kenran Butou Sai: The Mars Daybreak,Bones,"Mecha, Military","Adventure, Comedy, Romance, Sci-Fi",Original,7.16,2004,Shounen,Finished,26.0,23.0,20000
City Hunter '91,Sunrise,Shounen,"Action, Comedy, Mystery",Manga,7.75,1991,Shounen,Finished,13.0,23.0,20000
Mahou Senshi Louie,J.C.Staff,Shounen,"Adventure, Comedy, Fantasy",Light novel,7.16,2001,Shounen,Finished,24.0,23.0,20000
Minami Kamakura Koukou Joshi Jitenshabu,A.C.G.T.,"CGDCT, School",Sports,Manga,6.32,2017,Shounen,Finished,12.0,23.0,20000
Bakuretsu Hunters,Xebec,Shounen,"Adventure, Comedy, Fantasy, Supernatural, Ecchi",Manga,6.67,1995,Shounen,Finished,26.0,25.0,20000
Hakyuu Houshin Engi,C-Station,Mythology,"Adventure, Fantasy, Supernatural",Manga,5.37,2018,Shounen,Finished,23.0,23.0,20000
Coyote Ragtime Show,ufotable,Mecha,"Action, Adventure, Comedy, Sci-Fi",Original,6.64,2006,Shounen,Finished,12.0,24.0,20000
Doraemon,Unknown,Anthropomorphic,"Adventure, Comedy, Fantasy",Manga,7.37,1973,Shounen,Finished,26.0,25.0,20000
Xenosaga The Animation,Toei Animation,"Mecha, Space","Action, Sci-Fi",Game,6.34,2005,Shounen,Finished,12.0,23.0,20000
Yuusha-Ou GaoGaiGar,Sunrise,Mecha,"Adventure, Sci-Fi",Original,7.82,1997,Shounen,Finished,49.0,25.0,19000
Mouse,Studio Deen,Harem,"Action, Comedy, Ecchi",Manga,6.0,2003,Shounen,Finished,12.0,14.0,19000
Muteki Kanban Musume,Telecom Animation Film,"Martial Arts, Parody, Workplace","Action, Comedy",Manga,7.1,2006,Shounen,Finished,12.0,24.0,19000
Major 2nd 2nd Season,OLM,Team Sports,"Comedy, Drama, Sports",Manga,7.5,2020,Shounen,Finished,25.0,24.0,19000
Zettai Shounen,Ajia-Do,Shounen,"Drama, Fantasy, Mystery, Sci-Fi",Original,6.89,2005,Shounen,Finished,26.0,25.0,19000
City Hunter 3,Sunrise,Shounen,"Action, Comedy, Mystery",Manga,7.81,1989,Shounen,Finished,13.0,24.0,19000
IGPX: Immortal Grand Prix (2005),Production I.G,"Mecha, Racing","Action, Drama, Sci-Fi",Original,7.09,2005,Shounen,Finished,13.0,23.0,19000
Jigoku Sensei Nube,Toei Animation,School,"Adventure, Comedy, Horror, Romance, Supernatural",Manga,7.55,1996,Shounen,Finished,49.0,24.0,19000
Mato Seihei no Slave,Seven Arcs,Harem,"Action, Fantasy, Supernatural",Manga,7.35,2023,Shounen,Not Aired,13.0,24.0,19000
Teekyuu 5,Millepensee,Shounen,Comedy,Manga,6.66,2015,Shounen,Finished,12.0,2.0,18000
Chuuka Ichiban!,Nippon Animation,Shounen,"Action, Comedy, Drama, Gourmet",Manga,7.6,1997,Shounen,Finished,52.0,23.0,18000
Dororo to Hyakkimaru,Mushi Production,Shounen,"Action, Adventure, Supernatural",Manga,7.22,1969,Shounen,Finished,26.0,26.0,18000
Weiß Kreuz,Magic Bus,Shounen,"Action, Drama",Original,6.71,1998,Shounen,Finished,25.0,23.0,18000
Boukyaku no Senritsu,Gainax,"Mecha, Psychological, Space","Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Manga,6.31,2004,Shounen,Finished,24.0,23.0,18000
Cutie Honey Universe,Production Reed,Shounen,"Action, Comedy, Romance, Sci-Fi",Manga,5.43,2018,Shounen,Finished,12.0,23.0,18000
Juubee-chan: Lovely Gantai no Himitsu,Madhouse,Shounen,"Action, Adventure, Comedy, Drama",Original,6.67,1999,Shounen,Finished,13.0,25.0,18000
Mobile Suit Gundam: The Origin - Advent of the Red Comet,Sunrise,"Mecha, Military, Space","Action, Sci-Fi",Manga,8.12,2019,Shounen,Finished,13.0,25.0,18000
Yatogame-chan Kansatsu Nikki Nisatsume,Creators in Pack,School,"Comedy, Slice, of, Life",4-koma manga,6.36,2020,Shounen,Finished,12.0,3.0,17000
Yoroiden Samurai Troopers,Sunrise,Samurai,"Adventure, Sci-Fi",Original,7.07,1988,Shounen,Finished,39.0,23.0,17000
Strike Witches: 501 Butai Hasshin Shimasu!,Acca effe,"CGDCT, Military","Comedy, Sci-Fi",Manga,6.58,2019,Shounen,Finished,12.0,13.0,17000
Shin Sakura Taisen the Animation,SANZIGEN,"Mecha, Performing Arts","Adventure, Sci-Fi",Game,5.79,2020,Shounen,Finished,12.0,23.0,17000
Kindaichi Shounen no Jikenbo Returns,Toei Animation,Shounen,Mystery,Manga,7.53,2014,Shounen,Finished,25.0,24.0,17000
Doraemon (2005),Shin-Ei Animation,Anthropomorphic,"Comedy, Sci-Fi",Manga,7.61,2005,Shounen,Airing,13.0,25.0,17000
Dual! Parallel Lun-Lun Monogatari,AIC,"Harem, Isekai, Mecha","Action, Comedy, Sci-Fi",Original,7.08,1999,Shounen,Finished,13.0,25.0,17000
